order_id,date,customer_id,category,product_name,quantity,unit_price,discount_pct,revenue,region,channel,payment_method,returned,customer_rating
ORD-10212,2024-12-26,CUST-275,Clothing,Clothing Item 12,2,47.55,0.24,72.28,Midwest,Social Media,PayPal,0,2.0
ORD-10213,2024-09-07,CUST-235,Sports,Sports Item 40,3,101.64,0.18,250.03,East,Referral,Debit Card,0,3.4
ORD-10214,2024-12-10,CUST-73,Clothing,Clothing Item 33,3,33.11,0,99.33,South,Email,PayPal,0,2.7
ORD-10215,2024-09-06,CUST-251,Beauty,Beauty Item 19,5,66.04,0.3,231.14,East,Paid Ads,Debit Card,0,3.5
ORD-10216,2024-07-02,CUST-254,Electronics,Electronics Item 27,4,115.96,0.29,329.33,South,Email,Apple Pay,0,1.3
ORD-10217,2024-01-16,CUST-235,Clothing,Clothing Item 37,3,25.44,0,76.32,South,Direct,Credit Card,0,2.1
ORD-10218,2024-10-05,CUST-280,Home & Garden,Home & Garden Item 14,5,160.89,0,804.45,South,Organic Search,PayPal,0,
ORD-10219,2024-01-17,CUST-122,Books,Books Item 14,3,21.55,0.13,56.25,Northeast,Referral,Debit Card,0,3.4
ORD-10220,2024-08-07,CUST-31,Clothing,Clothing Item 37,5,35.03,0,175.15,Midwest,Direct,Debit Card,0,1.7
ORD-10221,2024-12-26,CUST-49,Home & Garden,Home & Garden Item 9,3,123.41,0.15,314.7,South,Organic Search,Debit Card,0,1.5
ORD-10222,2024-03-08,CUST-251,Clothing,Clothing Item 10,2,86.53,0.23,133.26,Northeast,Referral,Debit Card,0,2.5
ORD-10223,2024-02-08,CUST-233,Beauty,Beauty Item 32,1,45.7,0.21,36.1,Midwest,Direct,Credit Card,0,4.4
ORD-10224,2024-02-17,CUST-204,Beauty,Beauty Item 14,4,61.94,0.26,183.34,South,Paid Ads,Apple Pay,0,
ORD-10225,2024-05-25,CUST-176,Home & Garden,Home & Garden Item 44,5,124.19,0,620.95,West,Organic Search,Credit Card,0,4.3
ORD-10226,2024-01-09,CUST-104,Electronics,Electronics Item 45,2,207.39,0,414.78,East,Referral,Debit Card,0,
ORD-10227,2024-05-20,CUST-85,Electronics,Electronics Item 4,3,150.12,0,450.36,South,Referral,Debit Card,0,4.0
ORD-10228,2024-08-07,CUST-68,Beauty,Beauty Item 38,1,66.76,0,66.76,East,Direct,Apple Pay,0,
ORD-10229,2024-12-22,CUST-37,Home & Garden,Home & Garden Item 15,1,185.72,0,185.72,South,Organic Search,Credit Card,0,
ORD-10230,2024-07-07,CUST-74,Home & Garden,Home & Garden Item 5,2,94.91,0.26,140.47,Northeast,Direct,Credit Card,0,1.7
ORD-10231,2024-06-28,CUST-227,Beauty,Beauty Item 14,2,61.47,0,122.94,West,Organic Search,PayPal,0,3.4
ORD-10232,2024-07-15,CUST-44,Home & Garden,Home & Garden Item 16,4,84.68,0,338.72,Northeast,Direct,Debit Card,0,3.8
ORD-10233,2024-12-03,CUST-152,Home & Garden,Home & Garden Item 42,2,115.16,0,230.32,West,Paid Ads,Apple Pay,0,2.0
ORD-10234,2024-11-22,CUST-68,Sports,Sports Item 25,1,93.39,0.3,65.37,Northeast,Email,Debit Card,0,1.7
ORD-10235,2024-08-29,CUST-31,Electronics,Electronics Item 26,1,251.21,0,251.21,Northeast,Social Media,Apple Pay,0,2.6
ORD-10236,2024-11-23,CUST-262,Sports,Sports Item 14,5,103.93,0,519.65,East,Direct,Debit Card,0,3.5
ORD-10237,2024-11-28,CUST-123,Beauty,Beauty Item 4,1,39.21,0,39.21,East,Organic Search,Apple Pay,0,
ORD-10238,2024-11-09,CUST-71,Sports,Sports Item 45,1,67.11,0.22,52.35,West,Paid Ads,Apple Pay,0,3.1
ORD-10239,2024-05-12,CUST-16,Clothing,Clothing Item 22,3,33.92,0.08,93.62,South,Social Media,Credit Card,0,
ORD-10240,2024-10-22,CUST-291,Beauty,Beauty Item 11,1,52.23,0,52.23,Midwest,Paid Ads,Debit Card,1,4.6
ORD-10241,2024-12-11,CUST-7,Beauty,Beauty Item 16,1,33.49,0,33.49,West,Email,Debit Card,1,1.6
ORD-10242,2024-01-19,CUST-164,Sports,Sports Item 18,4,56.94,0,227.76,West,Direct,Debit Card,0,
ORD-10243,2024-12-10,CUST-206,Electronics,Electronics Item 5,2,141.96,0,283.92,South,Social Media,Debit Card,1,3.2
ORD-10244,2024-01-05,CUST-189,Home & Garden,Home & Garden Item 38,2,81.24,0.22,126.73,South,Paid Ads,PayPal,0,
ORD-10245,2024-07-28,CUST-172,Electronics,Electronics Item 1,2,237.46,0.21,375.19,South,Referral,Debit Card,1,
ORD-10246,2024-09-28,CUST-144,Clothing,Clothing Item 6,4,66.78,0,267.12,West,Paid Ads,Apple Pay,0,2.5
ORD-10247,2024-02-13,CUST-32,Sports,Sports Item 28,1,90.65,0.12,79.77,East,Paid Ads,Debit Card,0,
ORD-10248,2024-06-10,CUST-104,Books,Books Item 9,3,20.45,0,61.35,Northeast,Organic Search,PayPal,1,
ORD-10249,2024-08-18,CUST-107,Books,Books Item 29,3,23.63,0,70.89,Midwest,Email,Debit Card,0,1.4
ORD-10250,2024-12-17,CUST-128,Home & Garden,Home & Garden Item 23,5,43.55,0.1,195.97,South,Direct,Credit Card,0,2.0
ORD-10251,2024-03-30,CUST-49,Electronics,Electronics Item 30,4,331.38,0,1325.52,West,Paid Ads,Credit Card,0,
ORD-10252,2024-04-23,CUST-44,Clothing,Clothing Item 38,2,96.63,0,193.26,Northeast,Social Media,Credit Card,0,
ORD-10253,2024-02-03,CUST-170,Clothing,Clothing Item 8,4,95.34,0,381.36,West,Email,Credit Card,0,
ORD-10254,2024-10-20,CUST-182,Books,Books Item 14,4,26.86,0,107.44,East,Social Media,Debit Card,0,1.6
ORD-10255,2024-11-10,CUST-282,Sports,Sports Item 31,5,59.49,0,297.45,West,Organic Search,Debit Card,0,2.7
ORD-10256,2024-11-25,CUST-184,Sports,Sports Item 31,2,105.69,0.24,160.65,Northeast,Email,Debit Card,0,3.0
ORD-10257,2024-07-17,CUST-144,Home & Garden,Home & Garden Item 4,2,41.41,0,82.82,South,Direct,Debit Card,1,5.0
ORD-10258,2024-03-22,CUST-29,Electronics,Electronics Item 49,2,272.06,0,544.12,East,Direct,Apple Pay,0,4.4
ORD-10259,2024-03-29,CUST-15,Clothing,Clothing Item 46,2,75.83,0.21,119.81,Midwest,Direct,PayPal,0,1.8
ORD-10260,2024-09-09,CUST-113,Sports,Sports Item 2,3,51.07,0,153.21,Northeast,Email,Credit Card,1,3.5
ORD-10261,2024-03-07,CUST-73,Home & Garden,Home & Garden Item 50,2,175.32,0.1,315.58,West,Direct,Debit Card,1,2.5
ORD-10262,2024-12-05,CUST-81,Books,Books Item 47,5,12.64,0,63.2,South,Referral,Apple Pay,0,1.7
ORD-10263,2024-10-14,CUST-90,Beauty,Beauty Item 25,5,72.59,0,362.95,Midwest,Referral,Debit Card,0,
ORD-10264,2024-01-01,CUST-163,Beauty,Beauty Item 40,5,44.91,0.29,159.43,East,Referral,Credit Card,1,1.6
ORD-10265,2024-02-09,CUST-46,Clothing,Clothing Item 46,3,110.91,0,332.73,Midwest,Email,Credit Card,0,
ORD-10266,2024-05-07,CUST-225,Beauty,Beauty Item 47,1,42.03,0.22,32.78,South,Paid Ads,Apple Pay,1,2.5
ORD-10267,2024-10-06,CUST-116,Books,Books Item 11,1,38.84,0.17,32.24,South,Organic Search,Credit Card,0,
ORD-10268,2024-06-12,CUST-39,Home & Garden,Home & Garden Item 36,1,48.63,0,48.63,West,Social Media,Apple Pay,0,2.7
ORD-10269,2024-11-30,CUST-106,Clothing,Clothing Item 13,5,102.58,0,512.9,South,Referral,Debit Card,0,2.2
ORD-10270,2024-02-19,CUST-219,Electronics,Electronics Item 6,4,246.53,0.05,936.81,Midwest,Referral,Apple Pay,0,
ORD-10271,2024-01-14,CUST-204,Clothing,Clothing Item 31,2,79.94,0.14,137.5,South,Referral,Debit Card,0,
ORD-10272,2024-10-05,CUST-23,Books,Books Item 17,2,22.36,0,44.72,South,Email,Debit Card,0,
ORD-10273,2024-05-17,CUST-278,Sports,Sports Item 27,1,48.14,0.03,46.7,Northeast,Paid Ads,Credit Card,0,4.3
ORD-10274,2024-08-02,CUST-203,Sports,Sports Item 46,4,98.73,0,394.92,West,Direct,PayPal,0,
ORD-10275,2024-08-17,CUST-223,Clothing,Clothing Item 13,2,109.99,0.04,211.18,East,Direct,Debit Card,0,3.9
ORD-10276,2024-02-04,CUST-267,Electronics,Electronics Item 30,4,241.91,0,967.64,West,Referral,Apple Pay,0,
ORD-10277,2024-03-17,CUST-289,Clothing,Clothing Item 50,5,75.41,0.28,271.48,West,Social Media,Debit Card,0,2.1
ORD-10278,2024-12-01,CUST-74,Books,Books Item 40,5,30.92,0,154.6,Northeast,Referral,Apple Pay,0,
ORD-10279,2024-06-18,CUST-191,Beauty,Beauty Item 2,2,20.95,0,41.9,Midwest,Social Media,Debit Card,0,
ORD-10280,2024-09-08,CUST-227,Beauty,Beauty Item 50,1,85.57,0,85.57,Midwest,Social Media,Apple Pay,0,1.4
ORD-10281,2024-08-14,CUST-264,Clothing,Clothing Item 11,4,89.19,0.26,264.0,West,Social Media,Apple Pay,0,
ORD-10282,2024-09-25,CUST-17,Sports,Sports Item 30,1,50.85,0.06,47.8,West,Social Media,PayPal,1,
ORD-10283,2024-08-25,CUST-191,Sports,Sports Item 32,4,106.25,0,425.0,Northeast,Email,PayPal,1,2.9
ORD-10284,2024-10-09,CUST-146,Home & Garden,Home & Garden Item 2,3,62.03,0.22,145.15,South,Organic Search,PayPal,0,4.1
ORD-10285,2024-04-19,CUST-11,Clothing,Clothing Item 50,2,83.49,0,166.98,West,Email,PayPal,0,3.4
ORD-10286,2024-01-05,CUST-141,Clothing,Clothing Item 28,3,77.25,0.21,183.08,South,Social Media,Apple Pay,0,
ORD-10287,2024-08-26,CUST-262,Home & Garden,Home & Garden Item 43,5,161.15,0,805.75,Midwest,Direct,Debit Card,0,
ORD-10288,2024-02-25,CUST-142,Books,Books Item 17,1,21.11,0,21.11,Midwest,Paid Ads,PayPal,0,2.0
ORD-10289,2024-01-30,CUST-152,Sports,Sports Item 17,4,109.26,0.22,340.89,South,Email,Apple Pay,0,3.3
ORD-10290,2024-10-19,CUST-244,Clothing,Clothing Item 43,3,87.89,0,263.67,Midwest,Direct,Debit Card,0,4.4
ORD-10291,2024-10-12,CUST-287,Clothing,Clothing Item 49,3,31.28,0,93.84,East,Referral,Debit Card,0,1.9
ORD-10292,2024-04-24,CUST-238,Beauty,Beauty Item 8,3,46.93,0.11,125.3,South,Organic Search,Credit Card,0,1.8
ORD-10293,2024-03-02,CUST-78,Beauty,Beauty Item 9,4,54.59,0,218.36,East,Social Media,Apple Pay,0,4.6
ORD-10294,2024-08-22,CUST-171,Clothing,Clothing Item 41,3,100.12,0,300.36,East,Social Media,Credit Card,0,
ORD-10295,2024-05-20,CUST-46,Clothing,Clothing Item 9,2,74.37,0,148.74,Northeast,Email,Apple Pay,0,4.9
ORD-10296,2024-07-15,CUST-272,Electronics,Electronics Item 13,1,235.13,0.29,166.94,West,Referral,Credit Card,0,2.0
ORD-10297,2024-12-21,CUST-86,Home & Garden,Home & Garden Item 5,3,56.84,0,170.52,West,Social Media,Debit Card,0,3.1
ORD-10298,2024-09-25,CUST-184,Home & Garden,Home & Garden Item 49,4,170.7,0.1,614.52,East,Paid Ads,Apple Pay,0,
ORD-10299,2024-04-24,CUST-64,Beauty,Beauty Item 24,2,32.28,0,64.56,West,Email,Debit Card,0,3.5
ORD-10300,2024-10-31,CUST-214,Electronics,Electronics Item 29,1,271.07,0,271.07,South,Organic Search,Debit Card,0,1.6
ORD-10301,2024-12-21,CUST-71,Beauty,Beauty Item 27,1,38.58,0.2,30.86,West,Direct,Credit Card,0,
ORD-10302,2024-02-24,CUST-184,Books,Books Item 46,2,30.92,0.25,46.38,South,Social Media,PayPal,0,
ORD-10303,2024-09-11,CUST-57,Clothing,Clothing Item 37,4,52.25,0,209.0,South,Paid Ads,Credit Card,0,1.3
ORD-10304,2024-02-21,CUST-90,Home & Garden,Home & Garden Item 3,2,106.01,0.08,195.06,Midwest,Social Media,Debit Card,1,1.5
ORD-10305,2024-01-24,CUST-225,Electronics,Electronics Item 40,2,274.01,0,548.02,Midwest,Referral,Credit Card,0,2.4
ORD-10306,2024-02-28,CUST-245,Books,Books Item 27,4,43.64,0,174.56,East,Organic Search,PayPal,0,1.2
ORD-10307,2024-03-22,CUST-225,Electronics,Electronics Item 12,4,348.37,0,1393.48,Northeast,Email,Debit Card,0,4.5
ORD-10308,2024-03-07,CUST-134,Books,Books Item 42,4,13.07,0,52.28,Midwest,Organic Search,PayPal,1,3.7
ORD-10309,2024-06-22,CUST-247,Sports,Sports Item 23,5,112.59,0.13,489.77,South,Paid Ads,Credit Card,0,
ORD-10310,2024-03-21,CUST-124,Sports,Sports Item 22,4,132.22,0.02,518.3,Midwest,Organic Search,PayPal,0,2.5
ORD-10311,2024-04-30,CUST-256,Electronics,Electronics Item 29,4,208.26,0,833.04,Midwest,Organic Search,Apple Pay,0,1.1
ORD-10312,2024-07-25,CUST-156,Books,Books Item 33,1,29.06,0,29.06,Northeast,Paid Ads,Apple Pay,0,2.5
ORD-10313,2024-01-28,CUST-187,Clothing,Clothing Item 46,4,52.38,0.18,171.81,South,Organic Search,Credit Card,0,1.9
ORD-10314,2024-06-23,CUST-85,Home & Garden,Home & Garden Item 32,3,119.65,0,358.95,East,Referral,Apple Pay,0,
ORD-10315,2024-11-08,CUST-98,Clothing,Clothing Item 46,2,33.37,0.06,62.74,Midwest,Organic Search,Apple Pay,0,
ORD-10316,2024-11-20,CUST-259,Beauty,Beauty Item 9,5,26.13,0.14,112.36,South,Organic Search,Credit Card,0,2.7
ORD-10317,2024-10-26,CUST-66,Books,Books Item 7,5,37.12,0.21,146.62,South,Referral,Debit Card,0,2.5
ORD-10318,2024-11-07,CUST-69,Beauty,Beauty Item 9,2,36.65,0.29,52.04,South,Direct,Debit Card,0,3.2
ORD-10319,2024-06-09,CUST-149,Beauty,Beauty Item 44,5,61.78,0,308.9,Midwest,Referral,PayPal,0,3.6
ORD-10320,2024-04-01,CUST-181,Sports,Sports Item 36,5,113.32,0,566.6,South,Direct,Apple Pay,0,4.6
ORD-10321,2024-09-30,CUST-75,Home & Garden,Home & Garden Item 4,4,158.75,0,635.0,West,Paid Ads,Debit Card,1,1.6
ORD-10322,2024-05-26,CUST-105,Beauty,Beauty Item 49,3,27.75,0,83.25,Northeast,Organic Search,Debit Card,0,1.4
ORD-10323,2024-12-11,CUST-148,Beauty,Beauty Item 45,5,78.04,0.17,323.87,West,Email,Apple Pay,0,4.2
ORD-10324,2024-12-16,CUST-227,Home & Garden,Home & Garden Item 15,5,45.57,0.06,214.18,Midwest,Direct,PayPal,0,4.9
ORD-10325,2024-05-30,CUST-264,Books,Books Item 8,2,44.4,0,88.8,South,Organic Search,Apple Pay,0,
ORD-10326,2024-05-15,CUST-80,Clothing,Clothing Item 3,2,75.06,0,150.12,East,Social Media,Credit Card,0,3.5
ORD-10327,2024-12-04,CUST-163,Home & Garden,Home & Garden Item 34,4,155.99,0,623.96,East,Paid Ads,Credit Card,1,1.6
ORD-10328,2024-10-05,CUST-170,Sports,Sports Item 22,4,41.03,0,164.12,Midwest,Social Media,PayPal,0,3.5
ORD-10329,2024-08-31,CUST-125,Sports,Sports Item 3,1,43.77,0,43.77,Midwest,Email,Credit Card,0,3.2
ORD-10330,2024-05-24,CUST-229,Electronics,Electronics Item 32,5,321.63,0,1608.15,West,Social Media,PayPal,0,1.3
ORD-10331,2024-02-19,CUST-110,Clothing,Clothing Item 44,5,70.49,0.06,331.3,South,Organic Search,PayPal,0,3.8
ORD-10332,2024-08-10,CUST-170,Beauty,Beauty Item 3,1,69.78,0,69.78,West,Organic Search,Credit Card,0,
ORD-10333,2024-05-08,CUST-199,Sports,Sports Item 29,1,99.0,0,99.0,South,Email,Debit Card,0,
ORD-10334,2024-12-10,CUST-24,Electronics,Electronics Item 45,5,76.77,0.02,376.17,West,Social Media,Credit Card,0,
ORD-10335,2024-12-17,CUST-16,Home & Garden,Home & Garden Item 31,5,50.48,0.13,219.59,East,Direct,PayPal,0,
ORD-10336,2024-07-19,CUST-192,Sports,Sports Item 1,3,145.22,0,435.66,Northeast,Direct,PayPal,0,
ORD-10337,2024-01-03,CUST-108,Sports,Sports Item 48,5,77.29,0,386.45,Midwest,Paid Ads,Apple Pay,0,4.4
ORD-10338,2024-03-13,CUST-291,Clothing,Clothing Item 4,2,42.37,0.06,79.66,Northeast,Email,Credit Card,0,
ORD-10339,2024-02-04,CUST-183,Home & Garden,Home & Garden Item 9,1,67.11,0,67.11,East,Organic Search,Debit Card,0,4.6
ORD-10340,2024-06-11,CUST-291,Books,Books Item 24,4,20.82,0.21,65.79,Midwest,Email,PayPal,0,
ORD-10341,2024-05-06,CUST-170,Clothing,Clothing Item 31,4,47.4,0,189.6,South,Email,Debit Card,0,2.9
ORD-10342,2024-02-25,CUST-276,Clothing,Clothing Item 13,5,29.88,0,149.4,Midwest,Referral,Credit Card,0,4.6
ORD-10343,2024-09-16,CUST-109,Beauty,Beauty Item 3,1,74.38,0,74.38,Northeast,Social Media,Apple Pay,0,1.6
ORD-10344,2024-07-19,CUST-262,Clothing,Clothing Item 6,5,88.49,0,442.45,South,Social Media,Credit Card,0,4.4
ORD-10345,2024-11-10,CUST-290,Beauty,Beauty Item 37,2,70.5,0,141.0,East,Referral,Apple Pay,0,1.2
ORD-10346,2024-09-06,CUST-266,Clothing,Clothing Item 24,1,46.29,0,46.29,South,Email,Apple Pay,0,1.2
ORD-10347,2024-11-28,CUST-135,Home & Garden,Home & Garden Item 38,1,143.06,0,143.06,Northeast,Direct,PayPal,0,2.5
ORD-10348,2024-10-27,CUST-265,Beauty,Beauty Item 26,1,53.67,0,53.67,Midwest,Social Media,Apple Pay,0,4.5
ORD-10349,2024-01-04,CUST-144,Sports,Sports Item 14,2,82.79,0,165.58,East,Paid Ads,PayPal,0,3.9
ORD-10350,2024-03-01,CUST-246,Beauty,Beauty Item 31,2,46.52,0,93.04,East,Direct,PayPal,0,2.6
ORD-10351,2024-05-04,CUST-21,Electronics,Electronics Item 37,2,247.05,0,494.1,East,Organic Search,PayPal,0,
ORD-10352,2024-04-02,CUST-146,Sports,Sports Item 6,4,101.92,0,407.68,East,Email,Apple Pay,1,1.7
ORD-10353,2024-07-29,CUST-136,Sports,Sports Item 11,2,125.35,0.05,238.16,Midwest,Email,Credit Card,0,
ORD-10354,2024-07-16,CUST-215,Clothing,Clothing Item 10,1,23.99,0,23.99,Northeast,Organic Search,PayPal,0,3.5
ORD-10355,2024-01-20,CUST-277,Sports,Sports Item 1,5,120.29,0,601.45,South,Direct,Apple Pay,0,1.2
ORD-10356,2024-09-28,CUST-180,Books,Books Item 38,2,42.78,0,85.56,Northeast,Organic Search,Apple Pay,0,
ORD-10357,2024-09-01,CUST-4,Clothing,Clothing Item 37,1,47.99,0.12,42.23,Northeast,Organic Search,Credit Card,0,1.8
ORD-10358,2024-06-10,CUST-134,Books,Books Item 35,3,12.84,0,38.52,South,Direct,Debit Card,0,5.0
ORD-10359,2024-07-22,CUST-287,Clothing,Clothing Item 36,4,72.19,0,288.76,South,Social Media,Debit Card,0,4.1
ORD-10360,2024-07-22,CUST-83,Beauty,Beauty Item 7,2,77.35,0.22,120.67,East,Direct,Apple Pay,0,4.2
ORD-10361,2024-11-10,CUST-75,Beauty,Beauty Item 31,1,28.75,0.0,28.75,Northeast,Email,Credit Card,0,
ORD-10362,2024-04-23,CUST-267,Home & Garden,Home & Garden Item 19,1,128.85,0.28,92.77,Northeast,Organic Search,PayPal,0,2.8
ORD-10363,2024-04-13,CUST-265,Beauty,Beauty Item 45,5,37.52,0,187.6,East,Direct,PayPal,0,2.4
ORD-10364,2024-12-01,CUST-203,Electronics,Electronics Item 26,2,101.05,0,202.1,Northeast,Paid Ads,Credit Card,0,1.3
ORD-10365,2024-02-16,CUST-178,Sports,Sports Item 18,3,117.14,0,351.42,East,Direct,PayPal,0,2.6
ORD-10366,2024-01-03,CUST-151,Home & Garden,Home & Garden Item 22,2,98.57,0,197.14,West,Direct,Debit Card,1,4.3
ORD-10367,2024-10-21,CUST-174,Home & Garden,Home & Garden Item 50,4,182.41,0,729.64,South,Referral,Apple Pay,0,4.4
ORD-10368,2024-09-03,CUST-118,Electronics,Electronics Item 21,3,95.27,0.3,200.07,South,Social Media,Credit Card,0,2.1
ORD-10369,2024-05-27,CUST-244,Electronics,Electronics Item 21,4,277.11,0.02,1086.27,Midwest,Paid Ads,Debit Card,0,
ORD-10370,2024-12-15,CUST-136,Clothing,Clothing Item 14,4,88.84,0,355.36,East,Paid Ads,PayPal,0,2.4
ORD-10371,2024-02-24,CUST-278,Electronics,Electronics Item 3,1,277.74,0.18,227.75,South,Social Media,Debit Card,0,4.9
ORD-10372,2024-10-21,CUST-296,Home & Garden,Home & Garden Item 9,4,64.93,0.15,220.76,West,Direct,Apple Pay,0,3.2
ORD-10373,2024-09-14,CUST-266,Home & Garden,Home & Garden Item 30,4,166.56,0.14,572.97,Midwest,Referral,Credit Card,0,
ORD-10374,2024-04-17,CUST-96,Books,Books Item 36,5,12.63,0,63.15,Midwest,Paid Ads,Debit Card,0,3.5
ORD-10375,2024-07-06,CUST-187,Clothing,Clothing Item 26,4,60.65,0,242.6,Midwest,Email,PayPal,0,4.9
ORD-10376,2024-12-17,CUST-101,Clothing,Clothing Item 10,1,87.37,0.17,72.52,East,Email,Credit Card,0,
ORD-10377,2024-09-12,CUST-129,Clothing,Clothing Item 36,5,70.56,0,352.8,Northeast,Organic Search,Apple Pay,0,
ORD-10378,2024-03-24,CUST-231,Electronics,Electronics Item 48,2,319.15,0,638.3,Midwest,Social Media,Debit Card,0,3.2
ORD-10379,2024-05-11,CUST-102,Home & Garden,Home & Garden Item 37,1,99.26,0,99.26,Northeast,Referral,PayPal,0,2.1
ORD-10380,2024-06-15,CUST-147,Beauty,Beauty Item 30,5,51.62,0.27,188.41,East,Paid Ads,Debit Card,0,3.4
ORD-10381,2024-07-26,CUST-150,Electronics,Electronics Item 46,1,123.6,0,123.6,Midwest,Direct,Apple Pay,0,
ORD-10382,2024-08-15,CUST-12,Home & Garden,Home & Garden Item 9,5,115.64,0,578.2,East,Referral,Debit Card,0,3.8
ORD-10383,2024-02-10,CUST-243,Clothing,Clothing Item 36,2,58.23,0,116.46,West,Organic Search,Apple Pay,0,5.0
ORD-10384,2024-02-23,CUST-127,Home & Garden,Home & Garden Item 48,5,60.79,0.27,221.88,Midwest,Email,PayPal,0,
ORD-10385,2024-03-28,CUST-277,Electronics,Electronics Item 18,1,274.06,0.1,246.65,Northeast,Email,PayPal,0,3.8
ORD-10386,2024-03-31,CUST-274,Sports,Sports Item 20,5,84.79,0.26,313.72,Midwest,Email,PayPal,0,2.8
ORD-10387,2024-07-06,CUST-70,Books,Books Item 23,3,14.61,0,43.83,Midwest,Email,Credit Card,0,3.0
ORD-10388,2024-09-01,CUST-281,Home & Garden,Home & Garden Item 24,1,152.38,0.18,124.95,East,Email,Apple Pay,0,1.7
ORD-10389,2024-11-26,CUST-265,Books,Books Item 49,4,16.94,0,67.76,Northeast,Referral,Debit Card,0,
ORD-10390,2024-09-29,CUST-57,Home & Garden,Home & Garden Item 41,4,65.7,0,262.8,South,Direct,Apple Pay,0,
ORD-10391,2024-11-14,CUST-12,Books,Books Item 12,2,20.54,0,41.08,West,Social Media,Debit Card,0,
ORD-10392,2024-08-12,CUST-176,Beauty,Beauty Item 27,1,33.8,0,33.8,Midwest,Email,Debit Card,0,4.2
ORD-10393,2024-06-18,CUST-99,Electronics,Electronics Item 17,2,91.81,0.02,179.95,South,Organic Search,Credit Card,0,3.9
ORD-10394,2024-07-16,CUST-49,Books,Books Item 34,2,35.55,0,71.1,East,Email,Apple Pay,0,2.2
ORD-10395,2024-06-14,CUST-247,Clothing,Clothing Item 41,1,89.53,0,89.53,Midwest,Paid Ads,Debit Card,0,4.5
ORD-10396,2024-04-21,CUST-142,Electronics,Electronics Item 38,2,264.87,0,529.74,West,Email,PayPal,0,
ORD-10397,2024-01-22,CUST-128,Sports,Sports Item 11,4,112.61,0,450.44,South,Organic Search,Debit Card,0,5.0
ORD-10398,2024-11-16,CUST-55,Electronics,Electronics Item 9,1,181.66,0,181.66,South,Paid Ads,Debit Card,0,4.2
ORD-10399,2024-06-26,CUST-129,Books,Books Item 3,2,9.77,0,19.54,South,Referral,Apple Pay,0,3.2
ORD-10400,2024-09-07,CUST-141,Clothing,Clothing Item 39,5,39.3,0,196.5,Northeast,Paid Ads,Credit Card,0,2.8
ORD-10401,2024-05-14,CUST-10,Sports,Sports Item 40,3,84.49,0.15,215.45,Midwest,Direct,PayPal,0,1.3
ORD-10402,2024-10-02,CUST-145,Books,Books Item 21,2,27.87,0,55.74,South,Referral,Debit Card,0,
ORD-10403,2024-09-24,CUST-55,Beauty,Beauty Item 32,1,20.56,0.05,19.53,East,Organic Search,Credit Card,1,4.3
ORD-10404,2024-12-02,CUST-114,Books,Books Item 39,5,31.46,0,157.3,West,Organic Search,PayPal,1,4.7
ORD-10405,2024-02-10,CUST-30,Books,Books Item 40,1,21.99,0.27,16.05,Midwest,Direct,Credit Card,0,4.3
ORD-10406,2024-02-09,CUST-270,Clothing,Clothing Item 43,5,31.24,0.16,131.21,East,Direct,PayPal,0,3.2
ORD-10407,2024-02-24,CUST-54,Beauty,Beauty Item 11,5,42.56,0,212.8,East,Direct,Apple Pay,0,3.6
ORD-10408,2024-09-30,CUST-191,Sports,Sports Item 27,4,142.02,0.17,471.51,South,Referral,Debit Card,0,3.3
ORD-10409,2024-04-19,CUST-230,Books,Books Item 26,5,42.34,0,211.7,West,Referral,Credit Card,0,3.4
ORD-10410,2024-09-22,CUST-142,Clothing,Clothing Item 36,3,23.09,0.06,65.11,Northeast,Direct,PayPal,0,
ORD-10411,2024-08-23,CUST-120,Home & Garden,Home & Garden Item 17,2,58.26,0,116.52,Midwest,Organic Search,Apple Pay,0,1.9
ORD-10412,2024-02-09,CUST-296,Beauty,Beauty Item 7,3,73.0,0,219.0,Northeast,Referral,Debit Card,0,
ORD-10413,2024-10-22,CUST-223,Books,Books Item 27,1,37.08,0.1,33.37,West,Paid Ads,Credit Card,0,3.5
ORD-10414,2024-01-28,CUST-258,Home & Garden,Home & Garden Item 45,5,43.68,0,218.4,East,Paid Ads,Credit Card,0,5.0
ORD-10415,2024-08-16,CUST-202,Sports,Sports Item 10,5,90.57,0,452.85,East,Social Media,Credit Card,0,4.0
ORD-10416,2024-10-07,CUST-67,Books,Books Item 49,3,12.06,0,36.18,East,Email,PayPal,0,3.6
ORD-10417,2024-04-10,CUST-137,Sports,Sports Item 50,5,149.65,0,748.25,South,Social Media,Credit Card,0,
ORD-10418,2024-07-30,CUST-13,Books,Books Item 50,3,21.54,0,64.62,Midwest,Paid Ads,Debit Card,0,5.0
ORD-10419,2024-08-14,CUST-80,Sports,Sports Item 49,2,82.86,0.07,154.12,West,Organic Search,Credit Card,0,
ORD-10420,2024-11-13,CUST-12,Clothing,Clothing Item 22,3,23.74,0.03,69.08,East,Referral,PayPal,0,
ORD-10421,2024-09-24,CUST-10,Home & Garden,Home & Garden Item 25,5,109.95,0.04,527.76,Northeast,Referral,Credit Card,0,
ORD-10422,2024-01-31,CUST-5,Home & Garden,Home & Garden Item 5,2,155.88,0.02,305.52,South,Referral,Debit Card,0,4.7
ORD-10423,2024-07-03,CUST-261,Electronics,Electronics Item 46,1,162.75,0.12,143.22,West,Social Media,Apple Pay,0,3.1
